348 949
1507560000.000000,1510280000.000000
1497950000.000000,1500760000.000000
1427700000.000000,1492690000.000000
1427300000.000000,1492712500.000000
1520470000.000000,1522990000.000000
1520270000.000000,1522640000.000000
1523715000.000000,1526207500.000000
1523430000.000000,1525920000.000000
1521885000.000000,1524387500.000000
1521577500.000000,1524125000.000000
1492260000.000000,1494990000.000000
1491960000.000000,1494710000.000000
1490416250.000000,1493346250.000000
1490085625.000000,1493027187.500000
1543984531.250000,1546577109.375000
1494730000.000000,1496700000.000000
1425660000.000000,1429200000.000000
1412010000.000000,1415810000.000000
1411265000.000000,1415075000.000000
1531450000.000000,1533780000.000000
1455070000.000000,1458630000.000000
1419420000.000000,1423245000.000000
1496135000.000000,1498947500.000000
1544282500.000000,1546860937.500000
1445025000.000000,1448380000.000000
1429900000.000000,1433390000.000000
1461992500.000000,1465492500.000000
1461275000.000000,1464810000.000000
1543562031.250000,1546189843.750000
1542852500.000000,1545467500.000000
1516190000.000000,1518750000.000000
1396510000.000000,1400660000.000000
1395920000.000000,1400060000.000000
1407327500.000000,1411147500.000000
1406737500.000000,1410600000.000000
1495353750.000000,1498153750.000000
1495040000.000000,1497835000.000000
1444396875.000000,1447767812.500000
1443905000.000000,1447266250.000000
1515490000.000000,1518100000.000000
1490620000.000000,1493550000.000000
1404621562.500000,1408528437.500000
1485800000.000000,1488840000.000000
1521435000.000000,1523977500.000000
1526470000.000000,1528872500.000000
1444755000.000000,1448062500.000000
1496315000.000000,1499135000.000000
1495972500.000000,1498783750.000000
1529480000.000000,1531840000.000000
1520000000.000000,1522550000.000000
1519693750.000000,1522262187.500000
1540640000.000000,1543027500.000000
1486510000.000000,1489650000.000000
1407858750.000000,1411715000.000000
1530165000.000000,1532625000.000000
1509290000.000000,1512040000.000000
1429768750.000000,1433258750.000000
1429260000.000000,1432730000.000000
1439885000.000000,1443430000.000000
1395692500.000000,1399827500.000000
1505920000.000000,1508390000.000000
1403690625.000000,1407673125.000000
1412010000.000000,1415820000.000000
1413592500.000000,1417411250.000000
1540097500.000000,1542465000.000000
1505500000.000000,1508165000.000000
1525030000.000000,1527510000.000000
1524715000.000000,1527192500.000000
1540415000.000000,1542795000.000000
1434412500.000000,1437825000.000000
1434105000.000000,1437515000.000000
1411046250.000000,1414860000.000000
1410650000.000000,1414470000.000000
1419290000.000000,1423120000.000000
1418930000.000000,1422770000.000000
1459010000.000000,1462540000.000000
1458659375.000000,1462184687.500000
1405020000.000000,1408940000.000000
1490530000.000000,1493460000.000000
1539192500.000000,1541560000.000000
1427140000.000000,1430670000.000000
1480670000.000000,1484670000.000000
1400840000.000000,1499560000.000000
1491235000.000000,1494002500.000000
1427950000.000000,1431460000.000000
1538170000.000000,1540380000.000000
1537540000.000000,1539900000.000000
1480590000.000000,1483890000.000000
1480210000.000000,1483490000.000000
1497298437.500000,1500122343.750000
1515490000.000000,1518090000.000000
1420060000.000000,1423890000.000000
1537455000.000000,1539817500.000000
1400447500.000000,1404557500.000000
1442228750.000000,1445696250.000000
1477530000.000000,1480810000.000000
1489770000.000000,1430880000.000000
1468570000.000000,1472080000.000000
1405940000.000000,1409760000.000000
1405602500.000000,1409512500.000000
1507230000.000000,1509960000.000000
1541520000.000000,1544130000.000000
1541280625.000000,1543678125.000000
1521410000.000000,1523950000.000000
1497850000.000000,1500180000.000000
1495450000.000000,1498250000.000000
1452570000.000000,1456240000.000000
1452090000.000000,1455800000.000000
1513677500.000000,1516292500.000000
1499361250.000000,1502170000.000000
1498882500.000000,1501692500.000000
1402490000.000000,1495840000.000000
1423750000.000000,1427470000.000000
1544570000.000000,1547090000.000000
1447020000.000000,1450310000.000000
1526030625.000000,1528429062.500000
1405490000.000000,1409400000.000000
1405062500.000000,1408982500.000000
1508126875.000000,1510751875.000000
1508654609.375000,1511267929.687500
1445190000.000000,1448537500.000000
1493098750.000000,1495803750.000000
1422370000.000000,1426150000.000000
1476450000.000000,1479720000.000000
1472150000.000000,1475560000.000000
1504690000.000000,1507340000.000000
1504360000.000000,1507017500.000000
1545525000.000000,1547936250.000000
1522390000.000000,1524890000.000000
1545140000.000000,1547520000.000000
1530770000.000000,1533070000.000000
1530255000.000000,1532625000.000000
1437674687.500000,1441183750.000000
1437252500.000000,1440660000.000000
1541020000.000000,1543415000.000000
1529470000.000000,1531830000.000000
1441260000.000000,1444590000.000000
1440892500.000000,1444397500.000000
1497650000.000000,1500480000.000000
1436170000.000000,1439640000.000000
1435870000.000000,1439245000.000000
1529160000.000000,1531570000.000000
1463015000.000000,1466435000.000000
1451970000.000000,1455650000.000000
1473070000.000000,1476370000.000000
1426810000.000000,1492980000.000000
1543422500.000000,1546021250.000000
1421430000.000000,1423940000.000000
1491790000.000000,1494270000.000000
1467950000.000000,1471410000.000000
1440330000.000000,1443870000.000000
1439910000.000000,1443460000.000000
1490591875.000000,1493521875.000000
1522785000.000000,1525287500.000000
1509753281.250000,1512305468.750000
1509298125.000000,1512000000.000000
1505120000.000000,1507750000.000000
1505440000.000000,1508100000.000000
1435981875.000000,1439359375.000000
1438413750.000000,1441951250.000000
1464790000.000000,1468190000.000000
1489980000.000000,1430452500.000000
1478720000.000000,1481970000.000000
1490380000.000000,1423940000.000000
1427830000.000000,1492680000.000000
1463758125.000000,1467158125.000000
1463371250.000000,1466698750.000000
1468560000.000000,1472070000.000000
1453921250.000000,1457563750.000000
1453230000.000000,1456930000.000000
1456100000.000000,1459560000.000000
1519356250.000000,1521925000.000000
1413054687.500000,1416865000.000000
1453230000.000000,1456990000.000000
1452690000.000000,1456410000.000000
1525539062.500000,1527934062.500000
1510330000.000000,1512980000.000000
1436416875.000000,1439785625.000000
1456570000.000000,1460060000.000000
1456180000.000000,1459740000.000000
1441270000.000000,1444590000.000000
1505872500.000000,1508390000.000000
1410360000.000000,1414190000.000000
1413990000.000000,1417810000.000000
1504090000.000000,1506760000.000000
1406060000.000000,1409960000.000000
1458110000.000000,1461630000.000000
1457670000.000000,1461180000.000000
1520950000.000000,1523470000.000000
1509032500.000000,1511672500.000000
1491805625.000000,1494354375.000000
1491420000.000000,1494180000.000000
1530040000.000000,1532590000.000000
1399270000.000000,1499870000.000000
1475610000.000000,1478880000.000000
1467297500.000000,1470735000.000000
1466701875.000000,1470113125.000000
1445982500.000000,1449320000.000000
1512840000.000000,1515475000.000000
1513152500.000000,1515790000.000000
1544792968.750000,1547266718.750000
1492947500.000000,1495657500.000000
1492640000.000000,1495360000.000000
1489726093.750000,1492647343.750000
1523922500.000000,1526402500.000000
1545160000.000000,1547570000.000000
1412765000.000000,1416580000.000000
1412448750.000000,1416251250.000000
1402590625.000000,1406688125.000000
1401693125.000000,1405798750.000000
1502003750.000000,1504731875.000000
1501230000.000000,1503990000.000000
1404249687.500000,1408140937.500000
1403350000.000000,1407340000.000000
1490350000.000000,1426150000.000000
1489785000.000000,1430835000.000000
1402341250.000000,1406436250.000000
1497190000.000000,1500020000.000000
1439257500.000000,1442832500.000000
1539027500.000000,1541395000.000000
1538500000.000000,1540870000.000000
1498704375.000000,1501510000.000000
1497970000.000000,1500770000.000000
1436901562.500000,1440280937.500000
1390236875.000000,1394291875.000000
1399160000.000000,1403210000.000000
1398795000.000000,1402867500.000000
1426943750.000000,1492891250.000000
1526360000.000000,1528750000.000000
1507610000.000000,1510380000.000000
1474752500.000000,1478035000.000000
1474140000.000000,1477430000.000000
1524314375.000000,1526800625.000000
1496827500.000000,1499667812.500000
1442973750.000000,1446348867.187500
1473854375.000000,1477140625.000000
1473220000.000000,1476530000.000000
1518934531.250000,1521503125.000000
1527040000.000000,1529460000.000000
1467950000.000000,1471420000.000000
1467370000.000000,1470810000.000000
1392340000.000000,1396430000.000000
1391399375.000000,1395445000.000000
1429240000.000000,1432700000.000000
1464130000.000000,1467540000.000000
1535370000.000000,1537700000.000000
1401430000.000000,1499640000.000000
1394500000.000000,1398610000.000000
1438757500.000000,1442452500.000000
1517420000.000000,1519980000.000000
1514300000.000000,1516890000.000000
1425079375.000000,1428759375.000000
1423720000.000000,1427440000.000000
1403550000.000000,1495760000.000000
1422370000.000000,1493280000.000000
1399160000.000000,1499970000.000000
1457214375.000000,1460707500.000000
1465037500.000000,1468382500.000000
1535370000.000000,1537710000.000000
1410790000.000000,1414605000.000000
1442027500.000000,1445527500.000000
1400840000.000000,1404950000.000000
1406640000.000000,1410190000.000000
1540760000.000000,1543140000.000000
1505043750.000000,1507686250.000000
1510272500.000000,1512865000.000000
1509980000.000000,1512530000.000000
1460797500.000000,1464327500.000000
1427333125.000000,1430871875.000000
1397400000.000000,1401500000.000000
1396540000.000000,1400690000.000000
1530020000.000000,1532485000.000000
1529075000.000000,1531430000.000000
1399270000.000000,1403330000.000000
