84 230
2837780000.000000,2751490000.000000
2885290000.000000,2787690000.000000
2865190000.000000,2767865000.000000
2865780000.000000,2768440000.000000
2889144062.500000,2791577500.000000
2889770000.000000,2792195000.000000
2838605000.000000,2750362500.000000
2839195468.750000,2749774062.500000
2863467812.500000,2766141875.000000
2864073750.000000,2766836250.000000
2886595312.500000,2789046875.000000
2885995000.000000,2788365000.000000
2842470625.000000,2746552500.000000
2841807500.000000,2747202500.000000
2869005000.000000,2771620000.000000
2868400000.000000,2771025000.000000
2890462500.000000,2792872500.000000
2901007500.000000,2803282500.000000
2899500000.000000,2801820000.000000
2840256875.000000,2748735781.250000
2880212500.000000,2782673125.000000
2841220000.000000,2747790000.000000
2840510000.000000,2748490000.000000
2866417500.000000,2769062500.000000
2853890000.000000,2756630000.000000
2853220937.500000,2755976562.500000
2882126718.750000,2784557812.500000
2873720000.000000,2776300000.000000
2854697812.500000,2757421562.500000
2856570000.000000,2759280000.000000
2855750000.000000,2758468750.000000
2874400000.000000,2776960000.000000
2881466562.500000,2783906875.000000
2853900000.000000,2756640000.000000
2887480000.000000,2789970000.000000
2888495000.000000,2790940000.000000
2857812500.000000,2760513750.000000
2899510000.000000,2801820000.000000
2892007500.000000,2794418750.000000
2856860000.000000,2759570000.000000
2837730000.000000,2751390000.000000
2911467500.000000,2813737500.000000
2912284414.062500,2814561796.875000
2849730000.000000,2739382187.500000
2902360000.000000,2804630000.000000
2879775000.000000,2782217500.000000
2859730000.000000,2762390000.000000
2843079062.500000,2745940000.000000
2873590000.000000,2776170000.000000
2844995000.000000,2744040000.000000
2906327500.000000,2808545937.500000
2904655000.000000,2806917500.000000
2847010000.000000,2742100000.000000
2846297500.000000,2742755000.000000
2843723750.000000,2745315000.000000
2895840000.000000,2798240000.000000
2895111875.000000,2797511875.000000
2892035000.000000,2794445000.000000
2891183906.250000,2793581718.750000
2894009375.000000,2796414375.000000
2874905000.000000,2777450000.000000
2867208476.562500,2769839179.687500
2897810000.000000,2800190000.000000
2852024687.500000,2737131875.000000
2848828125.000000,2740248750.000000
2902138750.000000,2804407500.000000
2897690000.000000,2800070000.000000
2909110000.000000,2811330000.000000
2907336250.000000,2809611250.000000
2909357500.000000,2811572500.000000
2895810000.000000,2798200000.000000
2877682187.500000,2780162812.500000
2876790000.000000,2779280000.000000
2904940000.000000,2807170000.000000
2878625625.000000,2781092500.000000
2852547500.000000,2755317500.000000
2884080000.000000,2786500000.000000
2882889375.000000,2785321250.000000
2845371250.000000,2743641250.000000
2893490000.000000,2795895000.000000
2859500000.000000,2762170000.000000
2858476875.000000,2761169375.000000
2863190000.000000,2765880000.000000
2876410000.000000,2778920000.000000
2,3,real
4,5,real
6,7,real
8,9,real
10,11,real
14,15,real
4,35,real
16,5,real
19,7,real
10,34,real
20,32,real
56,59,real
15,61,real
65,17,real
54,49,real
61,23,real
9,2,real
43,64,real
58,38,real
0,40,real
30,28,real
36,81,real
13,21,real
31,60,real
80,46,real
29,39,real
77,26,real
62,66,real
1,76,real
71,74,real
18,37,real
72,83,real
55,70,real
27,48,real
67,69,real
25,75,real
24,33,real
41,42,real
51,73,real
68,50,real
12,47,real
